,date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
2046,2021-10-01,bihar,4-wheelers,7,5838
2047,2021-10-01,chandigarh,2-wheelers,18,1792
2048,2021-10-01,chandigarh,4-wheelers,12,1816
2049,2021-10-01,chhattisgarh,2-wheelers,301,33464
2050,2021-10-01,chhattisgarh,4-wheelers,11,5255
2051,2021-10-01,delhi,2-wheelers,995,26087
2052,2021-10-01,delhi,4-wheelers,253,12876
2053,2021-10-01,dnh and dd,2-wheelers,1,628
2054,2021-10-01,dnh and dd,4-wheelers,1,333
2055,2021-10-01,goa,2-wheelers,163,3914
2056,2021-10-01,goa,4-wheelers,28,1165
2057,2021-10-01,gujarat,2-wheelers,1460,84700
2058,2021-10-01,gujarat,4-wheelers,104,23184
2059,2021-10-01,haryana,2-wheelers,505,26891
2060,2021-10-01,haryana,4-wheelers,8,11634
2061,2021-10-01,himachal pradesh,2-wheelers,29,4651
2062,2021-10-01,himachal pradesh,4-wheelers,1,3201
2063,2021-10-01,jammu and kashmir,2-wheelers,199,8601
2064,2021-10-01,jammu and kashmir,4-wheelers,2,4205
2065,2021-10-01,jharkhand,2-wheelers,253,28877
2066,2021-10-01,jharkhand,4-wheelers,5,4806
2067,2021-10-01,karnataka,2-wheelers,3709,76401
2068,2021-10-01,karnataka,4-wheelers,163,18505
2069,2021-10-01,kerala,2-wheelers,833,42377
2070,2021-10-01,kerala,4-wheelers,158,14562
2071,2021-10-01,ladakh,2-wheelers,6,18
2072,2021-10-01,ladakh,4-wheelers,0,289
2073,2021-10-01,madhya pradesh,2-wheelers,545,52075
2074,2021-10-01,madhya pradesh,4-wheelers,20,9554
2075,2021-10-01,maharashtra,2-wheelers,3554,131332
2076,2021-10-01,maharashtra,4-wheelers,298,33771
2077,2021-10-01,manipur,2-wheelers,6,2098
2078,2021-10-01,manipur,4-wheelers,0,916
2079,2021-10-01,meghalaya,2-wheelers,0,1414
2080,2021-10-01,meghalaya,4-wheelers,0,722
2081,2021-10-01,mizoram,2-wheelers,0,1886
2082,2021-10-01,mizoram,4-wheelers,0,283
2083,2021-10-01,nagaland,2-wheelers,0,650
2084,2021-10-01,nagaland,4-wheelers,0,567
2085,2021-10-01,odisha,2-wheelers,948,52708
2086,2021-10-01,odisha,4-wheelers,2,5830
2087,2021-10-01,puducherry,2-wheelers,31,2839
2088,2021-10-01,puducherry,4-wheelers,0,609
2089,2021-10-01,punjab,2-wheelers,416,29940
2090,2021-10-01,punjab,4-wheelers,5,8523
2091,2021-10-01,rajasthan,2-wheelers,1602,65626
2092,2021-10-01,rajasthan,4-wheelers,86,12823
2093,2021-10-01,sikkim,2-wheelers,0,455
2094,2021-10-01,sikkim,4-wheelers,0,345
2095,2021-10-01,tamil nadu,2-wheelers,2530,85674
2096,2021-10-01,tamil nadu,4-wheelers,119,14796
2097,2021-10-01,tripura,2-wheelers,0,3015
2098,2021-10-01,tripura,4-wheelers,0,366
2099,2021-10-01,uttar pradesh,2-wheelers,1022,129924
2100,2021-10-01,uttar pradesh,4-wheelers,10,23095
2101,2021-10-01,uttarakhand,2-wheelers,129,12826
2102,2021-10-01,uttarakhand,4-wheelers,13,3523
2103,2021-10-01,west bengal,2-wheelers,67,53475
2104,2021-10-01,west bengal,4-wheelers,33,7120
2105,2022-10-01,andaman & nicobar island,2-wheelers,0,409
2106,2022-10-01,andaman & nicobar island,4-wheelers,0,144
2107,2022-10-01,andhra pradesh,2-wheelers,2568,74374
2108,2022-10-01,andhra pradesh,4-wheelers,57,8075
2109,2022-10-01,arunachal pradesh,2-wheelers,0,850
2110,2022-10-01,arunachal pradesh,4-wheelers,0,741
2111,2022-10-01,assam,2-wheelers,194,38033
2112,2022-10-01,assam,4-wheelers,11,7529
2113,2022-10-01,bihar,2-wheelers,1377,88895
2114,2022-10-01,bihar,4-wheelers,19,7888
2115,2022-10-01,chandigarh,2-wheelers,118,3103
2116,2022-10-01,chandigarh,4-wheelers,16,2422
2117,2022-10-01,chhattisgarh,2-wheelers,2471,57951
2118,2022-10-01,chhattisgarh,4-wheelers,51,7365
2119,2022-10-01,delhi,2-wheelers,3699,50702
2120,2022-10-01,delhi,4-wheelers,633,18613
2121,2022-10-01,dnh and dd,2-wheelers,5,619
2122,2022-10-01,dnh and dd,4-wheelers,2,432
2123,2022-10-01,goa,2-wheelers,704,6241
2124,2022-10-01,goa,4-wheelers,40,2230
2125,2022-10-01,gujarat,2-wheelers,6635,115540
2126,2022-10-01,gujarat,4-wheelers,189,31456
2127,2022-10-01,haryana,2-wheelers,1313,38921
2128,2022-10-01,haryana,4-wheelers,39,21475
2129,2022-10-01,himachal pradesh,2-wheelers,79,5548
2130,2022-10-01,himachal pradesh,4-wheelers,2,3447
2131,2022-10-01,jammu and kashmir,2-wheelers,258,9184
2132,2022-10-01,jammu and kashmir,4-wheelers,8,4556
2133,2022-10-01,jharkhand,2-wheelers,949,50073
2134,2022-10-01,jharkhand,4-wheelers,22,6208
2135,2022-10-01,karnataka,2-wheelers,9706,117015
2136,2022-10-01,karnataka,4-wheelers,563,26091
2137,2022-10-01,kerala,2-wheelers,3629,44021
2138,2022-10-01,kerala,4-wheelers,419,16857
2139,2022-10-01,ladakh,2-wheelers,0,27
2140,2022-10-01,ladakh,4-wheelers,0,264
2141,2022-10-01,madhya pradesh,2-wheelers,3616,137210
2142,2022-10-01,madhya pradesh,4-wheelers,63,22052
2143,2022-10-01,maharashtra,2-wheelers,15999,189870
2144,2022-10-01,maharashtra,4-wheelers,1174,51561
2145,2022-10-01,manipur,2-wheelers,4,2532
2146,2022-10-01,manipur,4-wheelers,0,596
2147,2022-10-01,meghalaya,2-wheelers,5,1558
2148,2022-10-01,meghalaya,4-wheelers,1,1188
2149,2022-10-01,mizoram,2-wheelers,3,1638
2150,2022-10-01,mizoram,4-wheelers,0,362
2151,2022-10-01,nagaland,2-wheelers,0,374
2152,2022-10-01,nagaland,4-wheelers,0,690
2153,2022-10-01,odisha,2-wheelers,3695,72161
2154,2022-10-01,odisha,4-wheelers,43,6848
2155,2022-10-01,puducherry,2-wheelers,180,3564
2156,2022-10-01,puducherry,4-wheelers,4,754
2157,2022-10-01,punjab,2-wheelers,707,37265
2158,2022-10-01,punjab,4-wheelers,3,10552
2159,2022-10-01,rajasthan,2-wheelers,9455,133585
2160,2022-10-01,rajasthan,4-wheelers,204,22678
2161,2022-10-01,sikkim,2-wheelers,0,371
2162,2022-10-01,sikkim,4-wheelers,0,340
2163,2022-10-01,tamil nadu,2-wheelers,5530,111507
2164,2022-10-01,tamil nadu,4-wheelers,184,18425
2165,2022-10-01,tripura,2-wheelers,13,3431
2166,2022-10-01,tripura,4-wheelers,0,416
2167,2022-10-01,uttar pradesh,2-wheelers,3003,258110
2168,2022-10-01,uttar pradesh,4-wheelers,21,42577
2169,2022-10-01,uttarakhand,2-wheelers,797,19532
2170,2022-10-01,uttarakhand,4-wheelers,50,5163
2171,2022-10-01,west bengal,2-wheelers,538,50676
2172,2022-10-01,west bengal,4-wheelers,94,6483
2173,2023-10-01,andaman & nicobar island,2-wheelers,1,404
2174,2023-10-01,andaman & nicobar island,4-wheelers,1,191
2175,2023-10-01,andhra pradesh,2-wheelers,1757,66154
2176,2023-10-01,andhra pradesh,4-wheelers,68,7743
2177,2023-10-01,arunachal pradesh,2-wheelers,0,1281
2178,2023-10-01,arunachal pradesh,4-wheelers,2,1111
2179,2023-10-01,assam,2-wheelers,245,51372
2180,2023-10-01,assam,4-wheelers,24,9481
2181,2023-10-01,bihar,2-wheelers,820,65088
2182,2023-10-01,bihar,4-wheelers,57,6068
2183,2023-10-01,chandigarh,2-wheelers,157,1964
2184,2023-10-01,chandigarh,4-wheelers,71,1722
2185,2023-10-01,chhattisgarh,2-wheelers,2195,38600
2186,2023-10-01,chhattisgarh,4-wheelers,79,4920
2187,2023-10-01,delhi,2-wheelers,2611,35861
2188,2023-10-01,delhi,4-wheelers,519,16459
2189,2023-10-01,dnh and dd,2-wheelers,4,1109
2190,2023-10-01,dnh and dd,4-wheelers,12,620
2191,2023-10-01,goa,2-wheelers,567,5377
2192,2023-10-01,goa,4-wheelers,87,2094
2193,2023-10-01,gujarat,2-wheelers,8417,149414
2194,2023-10-01,gujarat,4-wheelers,670,42365
2195,2023-10-01,haryana,2-wheelers,591,37096
2196,2023-10-01,haryana,4-wheelers,220,20543
2197,2023-10-01,himachal pradesh,2-wheelers,53,4480
2198,2023-10-01,himachal pradesh,4-wheelers,7,3066
2199,2023-10-01,jammu and kashmir,2-wheelers,137,6736
2200,2023-10-01,jammu and kashmir,4-wheelers,10,4603
2201,2023-10-01,jharkhand,2-wheelers,502,33632
2202,2023-10-01,jharkhand,4-wheelers,30,4837
2203,2023-10-01,karnataka,2-wheelers,11137,108712
2204,2023-10-01,karnataka,4-wheelers,1154,25652
2205,2023-10-01,kerala,2-wheelers,5051,36841
2206,2023-10-01,kerala,4-wheelers,642,14522
2207,2023-10-01,ladakh,2-wheelers,0,33
2208,2023-10-01,ladakh,4-wheelers,0,187
2209,2023-10-01,madhya pradesh,2-wheelers,3262,99036
2210,2023-10-01,madhya pradesh,4-wheelers,112,13646
2211,2023-10-01,maharashtra,2-wheelers,15716,167065
2212,2023-10-01,maharashtra,4-wheelers,1404,47126
2213,2023-10-01,manipur,2-wheelers,6,1035
2214,2023-10-01,manipur,4-wheelers,2,272
2215,2023-10-01,meghalaya,2-wheelers,1,1776
2216,2023-10-01,meghalaya,4-wheelers,1,1354
2217,2023-10-01,mizoram,2-wheelers,36,1958
2218,2023-10-01,mizoram,4-wheelers,0,453
2219,2023-10-01,nagaland,2-wheelers,0,471
2220,2023-10-01,nagaland,4-wheelers,0,743
2221,2023-10-01,odisha,2-wheelers,3972,71596
2222,2023-10-01,odisha,4-wheelers,130,8500
2223,2023-10-01,puducherry,2-wheelers,197,3765
2224,2023-10-01,puducherry,4-wheelers,7,990
2225,2023-10-01,punjab,2-wheelers,760,34028
2226,2023-10-01,punjab,4-wheelers,94,11396
2227,2023-10-01,rajasthan,2-wheelers,4906,103647
2228,2023-10-01,rajasthan,4-wheelers,464,18951
2229,2023-10-01,sikkim,2-wheelers,0,398
2230,2023-10-01,sikkim,4-wheelers,0,389
2231,2023-10-01,tamil nadu,2-wheelers,6507,131658
2232,2023-10-01,tamil nadu,4-wheelers,556,28342
2233,2023-10-01,tripura,2-wheelers,6,4285
2234,2023-10-01,tripura,4-wheelers,3,497
2235,2023-10-01,uttar pradesh,2-wheelers,3775,162993
2236,2023-10-01,uttar pradesh,4-wheelers,512,33774
2237,2023-10-01,uttarakhand,2-wheelers,383,13890
2238,2023-10-01,uttarakhand,4-wheelers,34,4562
2239,2023-10-01,west bengal,2-wheelers,851,65489
2240,2023-10-01,west bengal,4-wheelers,238,9972
2241,2021-09-01,andaman & nicobar island,2-wheelers,0,329
2242,2021-09-01,andaman & nicobar island,4-wheelers,0,87
2243,2021-09-01,andhra pradesh,2-wheelers,766,51764
2244,2021-09-01,andhra pradesh,4-wheelers,39,7952
2245,2021-09-01,arunachal pradesh,2-wheelers,0,1260
2246,2021-09-01,arunachal pradesh,4-wheelers,0,637
2247,2021-09-01,assam,2-wheelers,38,24438
2248,2021-09-01,assam,4-wheelers,0,6036
2249,2021-09-01,bihar,2-wheelers,475,48021
2250,2021-09-01,bihar,4-wheelers,4,4339
2251,2021-09-01,chandigarh,2-wheelers,25,1162
2252,2021-09-01,chandigarh,4-wheelers,20,1607
2253,2021-09-01,chhattisgarh,2-wheelers,244,24790
2254,2021-09-01,chhattisgarh,4-wheelers,12,3650
2255,2021-09-01,delhi,2-wheelers,809,17347
2256,2021-09-01,delhi,4-wheelers,265,9181
2257,2021-09-01,dnh and dd,2-wheelers,1,666
2258,2021-09-01,dnh and dd,4-wheelers,0,348
2259,2021-09-01,goa,2-wheelers,87,3081
2260,2021-09-01,goa,4-wheelers,34,1277
2261,2021-09-01,gujarat,2-wheelers,959,71820
2262,2021-09-01,gujarat,4-wheelers,131,24797
2263,2021-09-01,haryana,2-wheelers,691,32590
2264,2021-09-01,haryana,4-wheelers,7,14879
2265,2021-09-01,himachal pradesh,2-wheelers,33,4975
2266,2021-09-01,himachal pradesh,4-wheelers,1,3379
2267,2021-09-01,jammu and kashmir,2-wheelers,157,7354
2268,2021-09-01,jammu and kashmir,4-wheelers,1,3773
2269,2021-09-01,jharkhand,2-wheelers,149,24528
2270,2021-09-01,jharkhand,4-wheelers,12,3892
2271,2021-09-01,karnataka,2-wheelers,3539,80292
2272,2021-09-01,karnataka,4-wheelers,227,21407
2273,2021-09-01,kerala,2-wheelers,789,48245
2274,2021-09-01,kerala,4-wheelers,164,22063
2275,2021-09-01,ladakh,2-wheelers,0,26
2276,2021-09-01,ladakh,4-wheelers,0,444
2277,2021-09-01,madhya pradesh,2-wheelers,590,65166
2278,2021-09-01,madhya pradesh,4-wheelers,23,11756
2279,2021-09-01,maharashtra,2-wheelers,2166,92351
2280,2021-09-01,maharashtra,4-wheelers,148,27900
2281,2021-09-01,manipur,2-wheelers,0,3492
2282,2021-09-01,manipur,4-wheelers,0,1202
2283,2021-09-01,meghalaya,2-wheelers,0,1396
2284,2021-09-01,meghalaya,4-wheelers,0,905
2285,2021-09-01,mizoram,2-wheelers,0,1465
2286,2021-09-01,mizoram,4-wheelers,0,264
2287,2021-09-01,nagaland,2-wheelers,1,578
2288,2021-09-01,nagaland,4-wheelers,0,681
2289,2021-09-01,odisha,2-wheelers,490,28355
2290,2021-09-01,odisha,4-wheelers,2,4865
2291,2021-09-01,puducherry,2-wheelers,48,3211
2292,2021-09-01,puducherry,4-wheelers,2,640
2293,2021-09-01,punjab,2-wheelers,487,24819
2294,2021-09-01,punjab,4-wheelers,3,7521
2295,2021-09-01,rajasthan,2-wheelers,1625,48502
2296,2021-09-01,rajasthan,4-wheelers,69,11035
2297,2021-09-01,sikkim,2-wheelers,0,540
2298,2021-09-01,sikkim,4-wheelers,0,355
2299,2021-09-01,tamil nadu,2-wheelers,2880,108477
2300,2021-09-01,tamil nadu,4-wheelers,107,18823
2301,2021-09-01,tripura,2-wheelers,0,2736
2302,2021-09-01,tripura,4-wheelers,0,403
2303,2021-09-01,uttar pradesh,2-wheelers,730,132962
2304,2021-09-01,uttar pradesh,4-wheelers,4,23510
2305,2021-09-01,uttarakhand,2-wheelers,169,9926
2306,2021-09-01,uttarakhand,4-wheelers,10,3171
2307,2021-09-01,west bengal,2-wheelers,84,65430
2308,2021-09-01,west bengal,4-wheelers,34,9437
2309,2022-09-01,andaman & nicobar island,2-wheelers,0,484
2310,2022-09-01,andaman & nicobar island,4-wheelers,0,128
2311,2022-09-01,andhra pradesh,2-wheelers,2239,52804
2312,2022-09-01,andhra pradesh,4-wheelers,61,8003
2313,2022-09-01,arunachal pradesh,2-wheelers,0,1068
2314,2022-09-01,arunachal pradesh,4-wheelers,0,931
2315,2022-09-01,assam,2-wheelers,200,31729
2316,2022-09-01,assam,4-wheelers,13,8690
2317,2022-09-01,bihar,2-wheelers,951,54364
2318,2022-09-01,bihar,4-wheelers,14,5315
2319,2022-09-01,chandigarh,2-wheelers,70,1929
2320,2022-09-01,chandigarh,4-wheelers,26,2119
2321,2022-09-01,chhattisgarh,2-wheelers,1190,23465
2322,2022-09-01,chhattisgarh,4-wheelers,50,3978
2323,2022-09-01,delhi,2-wheelers,2301,25409
2324,2022-09-01,delhi,4-wheelers,471,14076
2325,2022-09-01,dnh and dd,2-wheelers,8,629
2326,2022-09-01,dnh and dd,4-wheelers,1,390
2327,2022-09-01,goa,2-wheelers,400,4078
2328,2022-09-01,goa,4-wheelers,42,1687
2329,2022-09-01,gujarat,2-wheelers,5333,77920
2330,2022-09-01,gujarat,4-wheelers,299,25102
2331,2022-09-01,haryana,2-wheelers,848,25832
2332,2022-09-01,haryana,4-wheelers,49,14140
2333,2022-09-01,himachal pradesh,2-wheelers,67,4101
2334,2022-09-01,himachal pradesh,4-wheelers,4,2815
2335,2022-09-01,jammu and kashmir,2-wheelers,220,8320
2336,2022-09-01,jammu and kashmir,4-wheelers,4,4432
2337,2022-09-01,jharkhand,2-wheelers,498,23758
2338,2022-09-01,jharkhand,4-wheelers,31,4183
2339,2022-09-01,karnataka,2-wheelers,7616,87981
2340,2022-09-01,karnataka,4-wheelers,493,25136
2341,2022-09-01,kerala,2-wheelers,3100,53877
2342,2022-09-01,kerala,4-wheelers,397,19551
2343,2022-09-01,ladakh,2-wheelers,0,30
2344,2022-09-01,ladakh,4-wheelers,0,189
2345,2022-09-01,madhya pradesh,2-wheelers,1898,53245
2346,2022-09-01,madhya pradesh,4-wheelers,61,11080
2347,2022-09-01,maharashtra,2-wheelers,10730,122642
2348,2022-09-01,maharashtra,4-wheelers,939,33643
2349,2022-09-01,manipur,2-wheelers,1,2473
2350,2022-09-01,manipur,4-wheelers,0,820
2351,2022-09-01,meghalaya,2-wheelers,1,1719
2352,2022-09-01,meghalaya,4-wheelers,2,1047
2353,2022-09-01,mizoram,2-wheelers,4,1568
2354,2022-09-01,mizoram,4-wheelers,0,379
2355,2022-09-01,nagaland,2-wheelers,0,589
2356,2022-09-01,nagaland,4-wheelers,0,780
2357,2022-09-01,odisha,2-wheelers,2197,36139
2358,2022-09-01,odisha,4-wheelers,40,5941
2359,2022-09-01,puducherry,2-wheelers,114,3772
2360,2022-09-01,puducherry,4-wheelers,2,858
2361,2022-09-01,punjab,2-wheelers,590,27407
2362,2022-09-01,punjab,4-wheelers,4,8968
2363,2022-09-01,rajasthan,2-wheelers,4677,53951
2364,2022-09-01,rajasthan,4-wheelers,150,12513
2365,2022-09-01,sikkim,2-wheelers,0,443
2366,2022-09-01,sikkim,4-wheelers,0,581
2367,2022-09-01,tamil nadu,2-wheelers,5112,121791
2368,2022-09-01,tamil nadu,4-wheelers,218,21233
2369,2022-09-01,tripura,2-wheelers,17,3842
2370,2022-09-01,tripura,4-wheelers,0,465
2371,2022-09-01,uttar pradesh,2-wheelers,1787,97293
2372,2022-09-01,uttar pradesh,4-wheelers,23,22777
2373,2022-09-01,uttarakhand,2-wheelers,386,9325
2374,2022-09-01,uttarakhand,4-wheelers,29,3066
2375,2022-09-01,west bengal,2-wheelers,727,64255
2376,2022-09-01,west bengal,4-wheelers,123,11473
2377,2023-09-01,andaman & nicobar island,2-wheelers,0,379
2378,2023-09-01,andaman & nicobar island,4-wheelers,1,148
2379,2023-09-01,andhra pradesh,2-wheelers,1388,53014
2380,2023-09-01,andhra pradesh,4-wheelers,59,7044
2381,2023-09-01,arunachal pradesh,2-wheelers,0,1274
2382,2023-09-01,arunachal pradesh,4-wheelers,4,1003
2383,2023-09-01,assam,2-wheelers,257,32936
2384,2023-09-01,assam,4-wheelers,23,8078
2385,2023-09-01,bihar,2-wheelers,900,65102
2386,2023-09-01,bihar,4-wheelers,60,5210
2387,2023-09-01,chandigarh,2-wheelers,134,1868
2388,2023-09-01,chandigarh,4-wheelers,54,1491
2389,2023-09-01,chhattisgarh,2-wheelers,2178,30725
2390,2023-09-01,chhattisgarh,4-wheelers,83,3993
2391,2023-09-01,delhi,2-wheelers,2002,31468
2392,2023-09-01,delhi,4-wheelers,380,15776
2393,2023-09-01,dnh and dd,2-wheelers,12,732
2394,2023-09-01,dnh and dd,4-wheelers,6,468
2395,2023-09-01,goa,2-wheelers,560,5539
2396,2023-09-01,goa,4-wheelers,69,2801
2397,2023-09-01,gujarat,2-wheelers,7209,129851
2398,2023-09-01,gujarat,4-wheelers,633,36818
2399,2023-09-01,haryana,2-wheelers,321,44459
2400,2023-09-01,haryana,4-wheelers,92,24045
2401,2023-09-01,himachal pradesh,2-wheelers,68,5403
2402,2023-09-01,himachal pradesh,4-wheelers,9,3683
2403,2023-09-01,jammu and kashmir,2-wheelers,113,8372
2404,2023-09-01,jammu and kashmir,4-wheelers,9,4430
2405,2023-09-01,jharkhand,2-wheelers,524,31209
2406,2023-09-01,jharkhand,4-wheelers,22,4600
2407,2023-09-01,karnataka,2-wheelers,10590,106981
2408,2023-09-01,karnataka,4-wheelers,942,24184
2409,2023-09-01,kerala,2-wheelers,4461,48967
2410,2023-09-01,kerala,4-wheelers,773,21467
2411,2023-09-01,ladakh,2-wheelers,0,40
2412,2023-09-01,ladakh,4-wheelers,0,211
2413,2023-09-01,madhya pradesh,2-wheelers,3283,74064
2414,2023-09-01,madhya pradesh,4-wheelers,117,11748
2415,2023-09-01,maharashtra,2-wheelers,12444,134556
2416,2023-09-01,maharashtra,4-wheelers,869,43063
2417,2023-09-01,manipur,2-wheelers,0,426
2418,2023-09-01,manipur,4-wheelers,0,239
2419,2023-09-01,meghalaya,2-wheelers,11,1991
2420,2023-09-01,meghalaya,4-wheelers,3,1139
2421,2023-09-01,mizoram,2-wheelers,6,1561
2422,2023-09-01,mizoram,4-wheelers,0,415
2423,2023-09-01,nagaland,2-wheelers,1,531
2424,2023-09-01,nagaland,4-wheelers,0,654
2425,2023-09-01,odisha,2-wheelers,3049,45630
2426,2023-09-01,odisha,4-wheelers,101,6354
2427,2023-09-01,puducherry,2-wheelers,136,3350
2428,2023-09-01,puducherry,4-wheelers,10,912
2429,2023-09-01,punjab,2-wheelers,676,35832
2430,2023-09-01,punjab,4-wheelers,83,12368
2431,2023-09-01,rajasthan,2-wheelers,4336,81056
2432,2023-09-01,rajasthan,4-wheelers,375,16356
2433,2023-09-01,sikkim,2-wheelers,0,546
2434,2023-09-01,sikkim,4-wheelers,0,509
2435,2023-09-01,tamil nadu,2-wheelers,5178,116071
2436,2023-09-01,tamil nadu,4-wheelers,543,22461
2437,2023-09-01,tripura,2-wheelers,17,3157
2438,2023-09-01,tripura,4-wheelers,3,470
2439,2023-09-01,uttar pradesh,2-wheelers,3141,143067
2440,2023-09-01,uttar pradesh,4-wheelers,476,29087
2441,2023-09-01,uttarakhand,2-wheelers,262,12642
2442,2023-09-01,uttarakhand,4-wheelers,30,4234
2443,2023-09-01,west bengal,2-wheelers,489,58361
2444,2023-09-01,west bengal,4-wheelers,218,9011
